,Rank,isValid,Domain_reg_len,is@,isRedirect,haveDash,SubDomain,LongURL,TinyURL,Label
33352,0,1,0,0,0,1,1,0,0,0
33353,1,0,1,0,0,0,1,1,0,1
33354,1,1,0,0,0,0,1,1,0,1
33355,1,0,1,0,0,0,0,0,0,1
33356,1,0,1,0,0,1,1,0,0,1
33357,1,1,0,0,0,0,0,0,0,1
33358,1,1,0,0,0,1,0,0,0,0
33359,1,1,0,0,0,1,1,0,0,0
33360,0,1,0,0,0,0,0,0,0,0
33361,0,1,0,0,0,0,0,0,0,0
33362,0,1,0,0,0,0,0,0,0,0
33363,0,1,0,0,0,0,1,1,0,0
33364,1,1,0,0,0,0,0,1,0,1
33365,1,1,0,0,0,0,0,1,0,1
33366,0,1,0,0,0,1,0,0,0,0
33367,1,1,0,0,0,0,0,0,1,1
33368,1,0,1,0,0,0,0,1,0,1
33369,1,1,0,0,0,0,0,0,0,1
33370,0,1,0,0,0,0,0,0,1,0
33371,1,1,0,0,0,1,1,1,0,1
33372,1,1,0,0,0,0,0,1,0,1
33373,1,1,0,0,0,0,1,1,0,1
33374,1,1,0,0,0,0,1,1,0,1
33375,0,1,0,0,0,0,0,1,0,1
33376,1,0,1,0,0,0,1,1,0,1
33377,0,1,0,0,0,0,0,0,0,0
33378,0,1,0,0,0,0,1,0,0,0
33379,1,1,0,0,0,0,0,1,0,1
33380,1,1,0,0,0,0,0,1,0,1
33381,1,1,0,0,0,0,1,1,0,1
33382,1,0,1,0,0,1,1,1,0,1
33383,1,1,1,0,0,0,0,1,0,1
33384,1,0,1,0,0,0,0,0,0,0
33385,1,1,0,0,0,0,0,0,0,1
33386,1,0,1,0,0,1,1,1,0,1
33387,0,1,0,0,0,0,1,1,0,0
33388,1,1,0,0,0,0,1,1,1,1
33389,1,1,0,0,0,0,1,1,0,1
33390,1,1,0,0,0,0,1,1,0,1
33391,1,1,0,0,0,0,1,1,0,1
33392,1,1,0,0,0,1,0,0,0,1
33393,1,0,1,0,0,0,1,1,0,1
33394,0,1,0,0,0,0,0,0,0,0
33395,1,1,0,0,0,0,1,0,0,1
33396,1,1,0,0,0,0,0,1,0,1
33397,1,1,0,0,0,0,1,0,0,1
33398,1,0,1,0,0,0,1,1,0,1
33399,0,1,0,0,0,1,1,1,0,1
33400,0,1,0,0,0,0,0,0,0,0
33401,1,0,1,0,0,1,1,1,0,1
33402,0,1,0,0,0,0,1,0,0,0
33403,0,1,0,0,0,0,0,0,0,1
33404,1,1,0,0,0,0,1,1,0,1
33405,1,1,0,0,0,0,1,0,0,1
33406,0,1,0,0,0,0,1,0,0,0
33407,1,0,1,0,0,1,1,1,0,1
33408,1,0,1,0,0,0,1,0,0,1
33409,1,1,0,0,0,0,1,1,0,1
33410,1,0,1,0,1,0,0,0,0,1
33411,0,1,0,0,0,1,1,1,0,1
33412,1,0,1,0,0,0,0,1,0,1
33413,1,1,0,0,0,0,1,1,0,1
33414,0,1,0,0,0,1,1,1,0,1
33415,1,1,0,0,0,0,1,1,0,1
33416,1,0,1,0,0,1,1,1,0,1
33417,1,1,0,0,0,0,0,0,0,0
33418,0,1,0,0,0,0,0,1,0,0
33419,1,1,0,0,0,0,1,1,0,1
33420,0,0,1,0,0,0,1,0,0,0
33421,0,1,0,0,0,0,1,0,1,0
33422,0,1,0,0,0,1,1,1,0,1
33423,0,0,1,0,0,0,1,0,0,0
33424,1,1,0,0,1,0,0,1,0,1
33425,0,0,1,0,0,0,0,0,0,0
33426,1,1,0,0,0,0,1,0,0,0
33427,0,1,0,0,0,0,1,1,0,0
33428,1,1,0,0,0,0,0,0,0,0
33429,1,1,0,0,0,0,1,1,0,1
33430,0,1,0,0,0,0,1,0,0,0
33431,0,1,0,0,0,1,1,1,0,1
33432,1,1,0,1,0,0,1,1,0,1
33433,1,0,1,0,0,0,1,1,0,1
33434,0,1,0,0,0,0,0,0,0,0
33435,1,1,0,0,0,0,0,0,0,0
33436,1,0,1,0,0,0,1,1,0,1
33437,1,1,0,0,0,0,0,0,0,0
33438,1,1,0,0,0,0,1,0,0,0
33439,1,0,1,0,0,1,0,1,0,1
33440,1,0,1,0,0,0,1,0,0,1
33441,1,0,1,0,1,0,0,1,0,1
33442,1,0,1,0,0,0,0,0,0,0
33443,1,0,1,0,0,0,1,0,0,0
33444,1,0,1,0,0,1,1,1,0,1
33445,1,1,0,0,0,0,0,0,0,1
33446,1,1,0,0,0,0,1,0,0,1
33447,1,0,1,0,0,1,1,1,1,1
33448,1,1,0,0,0,0,0,0,0,0
33449,0,1,0,0,0,0,1,1,0,1
33450,1,1,0,0,0,0,0,0,1,0
33451,1,1,0,0,0,0,0,0,0,1
33452,0,1,0,0,0,1,1,1,0,1
33453,1,0,1,0,0,0,0,1,0,1
33454,1,1,0,0,0,0,0,0,1,0
33455,0,1,0,0,0,0,0,0,0,0
33456,0,1,0,0,0,0,1,0,1,0
33457,1,0,1,0,0,0,1,1,0,1
33458,0,1,0,0,0,0,0,0,0,0
33459,1,1,0,0,0,0,0,1,0,0
33460,1,1,0,0,0,0,1,0,0,0
33461,1,0,1,0,0,0,0,0,0,0
33462,1,1,0,0,0,0,0,0,0,0
33463,0,1,0,0,0,0,1,0,0,0
33464,1,1,0,0,0,0,1,1,0,1
33465,1,0,1,0,0,0,1,1,0,1
33466,1,0,1,0,0,1,1,0,0,1
33467,1,0,1,0,0,1,0,1,0,1
33468,1,1,0,0,0,0,1,0,0,1
33469,1,1,0,0,0,0,1,1,0,1
33470,1,1,0,0,0,0,1,1,0,1
33471,1,1,0,0,0,0,1,0,0,0
33472,0,0,1,0,0,0,0,0,0,0
33473,1,1,0,0,0,0,0,0,0,1
33474,0,1,0,0,0,0,1,0,0,0
33475,0,0,1,0,0,0,0,0,0,1
33476,1,0,1,0,0,0,1,0,0,1
33477,1,0,1,0,0,0,1,0,0,1
33478,1,0,1,0,0,1,1,1,0,1
33479,1,0,1,0,0,1,1,1,0,1
33480,0,1,0,0,0,0,1,0,0,0
33481,1,0,1,0,0,0,0,1,0,1
33482,1,1,0,0,0,0,0,1,0,1
33483,1,1,0,0,0,0,0,0,0,0
33484,0,1,0,0,0,0,0,0,1,0
33485,1,1,0,0,0,0,1,0,0,0
33486,1,0,1,0,0,1,1,1,0,1
33487,0,0,1,0,0,0,1,0,0,0
33488,1,0,1,0,0,0,0,0,0,1
33489,0,1,0,0,0,0,1,0,0,0
33490,1,1,0,0,0,1,1,0,1,0
33491,1,0,1,0,0,0,0,1,0,1
33492,1,0,1,0,0,0,0,1,0,1
33493,0,1,0,0,0,0,1,0,0,1
33494,1,0,1,0,0,0,0,1,0,1
33495,1,1,0,0,0,0,0,1,0,1
33496,1,1,0,0,0,1,1,1,0,1
33497,1,1,0,0,0,0,1,0,0,0
33498,1,1,0,0,0,0,0,1,0,0
33499,1,1,0,0,0,0,1,1,0,1
33500,1,1,0,0,0,0,1,1,0,1
33501,1,0,1,0,0,1,1,1,0,1
33502,1,0,1,0,0,1,1,1,0,1
33503,1,0,1,0,0,0,1,1,0,1
33504,1,0,1,0,0,0,1,0,0,1
33505,1,1,0,0,0,0,1,1,0,1
33506,1,1,0,0,0,0,1,1,0,1
33507,1,0,1,0,0,0,1,1,0,1
33508,0,1,0,0,0,0,0,0,0,1
33509,1,1,0,0,0,0,0,1,0,1
33510,1,0,1,0,0,0,1,0,0,1
33511,0,1,0,0,0,1,1,1,0,1
33512,0,1,0,0,0,0,1,0,0,0
33513,1,1,0,0,0,0,1,1,0,1
33514,1,1,0,0,0,0,1,0,0,0
33515,0,1,0,0,0,0,0,0,0,0
33516,0,1,0,0,0,0,0,0,0,1
33517,0,1,0,0,0,0,1,0,0,0
33518,0,0,1,0,0,0,1,1,0,0
33519,0,1,0,0,0,0,0,0,0,0
33520,1,1,0,0,0,1,0,0,0,0
33521,0,1,0,0,0,0,0,0,0,1
33522,1,1,0,0,0,0,0,1,0,1
33523,1,0,1,0,0,0,1,0,0,0
33524,1,1,0,0,0,0,1,0,0,0
33525,1,1,0,0,0,0,0,0,0,1
33526,0,1,0,0,0,0,0,0,0,0
33527,1,0,1,0,0,0,0,0,0,0
33528,0,1,0,0,0,0,0,1,0,0
33529,0,1,0,0,0,0,0,0,0,0
33530,1,1,0,0,0,0,1,0,0,0
33531,1,1,0,0,0,0,1,1,0,1
33532,0,0,1,0,0,0,0,0,0,1
33533,1,0,1,0,0,1,1,1,0,1
33534,1,1,0,0,0,0,1,0,0,0
33535,1,1,0,0,0,1,0,1,0,1
33536,1,1,0,0,0,0,0,0,0,1
33537,0,1,0,0,0,0,1,0,0,0
33538,1,0,1,0,0,0,0,0,0,1
33539,0,0,1,0,0,0,0,0,0,0
33540,1,0,1,0,0,0,1,1,1,1
33541,0,1,0,0,0,0,0,0,0,0
33542,0,1,0,0,0,0,0,1,0,0
33543,0,1,0,0,0,0,0,0,0,1
33544,0,1,0,0,0,0,1,1,0,0
33545,1,0,1,0,0,0,0,1,0,1
33546,1,1,0,0,0,0,1,1,1,1
33547,0,1,0,0,0,0,1,0,0,0
33548,1,0,1,0,0,0,1,1,0,1
33549,0,1,0,0,0,0,1,0,0,0
33550,1,0,1,0,0,0,1,0,0,0
33551,1,0,1,0,0,1,1,1,0,1
33552,0,1,0,0,0,0,1,0,0,0
33553,1,0,1,0,0,1,0,0,0,0
33554,1,0,1,0,0,1,0,1,0,0
33555,1,1,0,0,0,0,0,1,0,1
33556,0,1,0,0,0,0,1,0,0,0
33557,1,0,1,0,0,0,1,1,0,1
33558,1,1,0,0,0,1,1,0,0,1
33559,1,1,0,0,0,0,1,1,0,1
33560,0,1,0,0,0,0,0,0,0,0
33561,1,1,0,0,0,0,0,0,1,1
33562,0,1,0,0,0,0,1,1,0,0
33563,0,0,1,0,0,0,1,1,0,0
33564,1,1,0,0,0,0,0,0,0,0
33565,1,1,0,0,0,1,1,0,0,1
33566,0,1,0,0,0,0,1,0,0,0
33567,0,1,0,0,0,0,0,0,1,1
33568,0,0,1,0,0,0,1,1,0,0
33569,1,0,1,0,0,0,0,1,0,1
33570,0,1,0,0,0,0,1,0,0,0
33571,1,0,1,0,0,0,1,0,0,0
33572,0,1,0,0,0,0,0,1,0,1
33573,1,1,0,0,0,0,1,1,0,1
33574,0,1,0,0,0,0,1,0,1,0
33575,1,1,0,0,0,0,1,1,1,1
33576,1,1,0,0,0,0,1,1,0,1
33577,1,1,0,0,0,0,1,1,1,1
33578,1,1,0,0,0,0,0,0,0,0
33579,1,1,0,0,0,0,1,0,0,0
33580,0,1,0,0,0,0,0,0,0,0
33581,0,0,1,0,0,0,0,0,0,0
33582,0,0,1,0,0,0,0,0,0,0
33583,1,1,0,0,0,0,1,0,1,0
33584,1,0,1,0,0,0,1,0,0,0
33585,1,0,1,0,0,0,0,0,0,0
33586,1,0,1,0,0,0,0,0,0,0
33587,1,1,0,0,0,0,1,1,0,1
33588,1,0,1,0,0,0,1,0,0,0
33589,1,1,0,0,0,0,1,1,0,1
33590,1,0,1,0,0,0,0,0,0,1
33591,0,0,1,0,0,0,1,1,0,0
33592,0,1,0,0,0,0,0,1,0,0
33593,1,0,1,0,0,1,1,1,0,1
33594,1,1,0,0,0,0,0,1,0,1
33595,0,0,1,0,0,0,1,0,0,0
33596,1,1,0,0,0,0,0,0,0,0
33597,1,0,1,0,0,0,0,0,0,0
33598,1,1,0,0,0,0,0,0,0,1
33599,1,1,0,0,0,0,0,0,0,0
33600,1,1,0,0,0,0,1,0,1,0
33601,1,1,0,0,0,0,1,1,0,1
33602,0,1,0,0,0,0,1,0,0,0
33603,0,1,0,0,0,0,1,0,0,0
33604,0,1,0,0,0,0,0,0,0,0
33605,1,0,1,0,0,0,0,0,0,1
33606,1,1,0,0,0,0,1,0,0,0
33607,1,1,0,0,0,0,1,0,0,0
33608,0,1,0,0,0,0,1,0,0,1
33609,1,0,1,0,0,1,1,1,0,1
33610,0,0,1,0,0,0,1,0,0,0
33611,1,1,0,0,0,0,1,0,0,0
33612,1,1,0,0,0,0,0,0,0,1
33613,0,1,0,0,0,0,1,0,0,0
33614,1,1,0,0,1,0,0,1,0,1
33615,1,1,0,0,0,0,0,0,0,1
33616,1,0,1,0,0,1,1,1,0,1
33617,0,1,0,0,0,0,1,0,0,0
33618,0,1,0,0,0,0,0,0,0,0
33619,1,0,1,0,0,0,0,0,0,1
33620,0,1,0,0,0,0,1,0,1,0
33621,1,0,1,0,0,0,0,0,0,0
33622,1,1,0,0,0,0,1,1,0,1
33623,1,0,1,0,0,0,0,0,0,1
33624,1,0,1,0,0,1,1,1,0,1
33625,0,1,0,0,0,0,1,1,0,0
33626,0,1,0,0,0,1,1,1,0,1
33627,1,0,1,0,0,0,1,1,0,1
33628,1,0,1,0,0,0,1,0,0,1
33629,1,1,0,0,0,0,0,0,0,0
33630,0,0,1,0,0,0,0,0,0,0
33631,0,1,0,0,0,1,1,1,0,0
33632,1,0,1,0,0,0,1,0,0,0
33633,1,0,1,0,0,0,0,1,0,1
33634,1,0,1,0,0,0,1,1,0,1
33635,1,0,1,0,0,0,1,1,0,1
33636,0,0,1,0,0,0,0,0,0,0
33637,1,1,0,0,0,0,0,0,0,0
33638,0,1,0,0,0,0,0,0,0,0
33639,1,1,0,0,0,0,0,0,0,0
33640,1,0,1,0,0,1,1,1,0,1
33641,1,0,1,0,0,0,0,0,0,0
33642,1,1,0,0,0,0,1,0,0,0
33643,1,0,1,0,0,0,0,1,0,1
33644,1,0,1,0,0,0,1,0,0,0
33645,1,1,0,0,0,1,1,1,0,1
33646,1,0,1,0,0,0,1,1,0,1
33647,0,1,0,0,0,0,0,0,1,0
33648,1,1,0,0,0,0,1,0,1,1
33649,1,0,1,0,0,0,1,1,0,1
33650,1,1,0,0,0,0,0,0,0,0
33651,1,1,0,0,0,0,1,1,0,0
33652,1,1,0,0,0,0,1,0,1,1
33653,0,1,0,0,0,0,0,0,0,0
33654,0,1,0,0,0,0,0,0,0,0
33655,1,1,0,0,0,1,1,1,1,1
33656,0,1,0,0,0,1,1,1,0,1
33657,1,0,1,0,0,0,0,1,0,1
33658,1,1,0,0,0,0,1,1,0,1
33659,1,0,1,0,0,0,0,1,0,1
33660,0,1,0,0,0,0,1,0,1,0
33661,1,0,1,0,0,1,1,1,0,1
33662,1,1,0,0,0,0,1,0,0,1
33663,1,1,0,0,0,0,1,1,0,1
33664,0,0,1,0,0,0,1,0,0,0
33665,1,1,0,0,0,0,0,1,0,1
33666,1,1,0,0,0,0,0,1,0,1
33667,1,1,0,0,0,0,1,0,0,0
33668,0,1,0,0,0,0,0,0,0,1
33669,1,1,0,0,0,0,1,0,0,1
33670,1,0,1,0,0,1,0,0,0,0
33671,1,0,1,0,0,0,1,1,0,1
33672,1,1,0,0,0,0,1,1,0,1
33673,1,1,0,0,0,0,1,0,0,0
33674,0,1,0,0,0,1,1,1,0,1
33675,1,0,1,0,0,0,1,1,0,1
33676,1,1,0,0,0,0,1,1,0,1
33677,1,0,1,0,0,1,1,1,0,1
33678,1,1,0,0,1,0,0,1,0,1
33679,1,1,0,0,0,0,0,1,0,1
33680,1,1,0,0,0,0,1,1,0,1
33681,1,1,0,0,0,0,0,0,0,0
33682,1,0,1,0,0,0,1,0,0,0
33683,1,1,0,0,0,0,1,1,0,1
33684,1,1,0,0,0,0,1,0,0,1
33685,1,1,0,0,0,0,1,0,0,0
33686,1,0,1,0,0,1,1,0,0,0
33687,1,1,0,0,0,0,0,1,0,1
33688,0,1,0,0,0,0,0,0,0,0
33689,0,1,0,0,0,0,0,0,0,0
33690,1,0,1,0,0,1,0,0,0,1
33691,1,1,0,0,0,0,0,1,0,0
33692,0,1,0,0,0,0,0,0,0,1
33693,1,0,1,0,0,1,1,1,0,1
33694,0,1,0,0,0,0,0,0,0,1
33695,1,0,1,0,0,0,1,1,0,1
33696,1,1,0,0,0,0,1,0,0,1
33697,1,1,0,0,0,1,1,0,0,0
33698,0,1,0,0,0,0,0,0,0,1
33699,0,1,0,0,0,0,0,0,0,0
33700,1,1,0,0,0,0,1,0,0,0
33701,1,0,1,0,0,0,1,0,0,1
33702,1,0,1,0,0,0,1,1,0,1
33703,1,0,1,0,0,1,0,1,0,0
33704,0,1,0,0,0,0,0,0,0,0
33705,0,1,0,0,0,0,0,1,0,0
33706,1,1,0,0,0,0,1,1,0,1
33707,1,0,1,0,0,0,1,0,0,1
33708,1,0,1,0,0,1,1,0,0,1
33709,1,0,1,0,0,0,1,1,0,1
33710,0,0,1,0,0,0,1,0,0,0
33711,0,1,0,0,0,0,0,0,0,0
33712,1,0,1,0,0,1,1,1,1,1
33713,1,1,0,0,0,0,1,0,0,0
33714,1,1,0,0,0,0,1,1,0,1
33715,0,1,0,0,0,1,1,1,0,1
33716,1,0,1,0,0,1,1,1,0,1
33717,0,1,0,0,0,0,1,0,0,0
33718,1,1,0,0,0,1,1,0,0,1
33719,0,0,1,0,0,0,1,0,0,0
33720,0,1,0,0,0,0,1,0,0,0
33721,1,1,0,0,0,0,0,0,0,0
33722,0,1,0,0,0,0,0,0,0,0
33723,1,1,0,0,0,0,1,1,0,1
33724,1,1,0,0,0,0,0,0,0,0
33725,1,0,1,0,0,0,0,1,0,1
33726,1,1,0,0,0,0,0,0,0,0
33727,1,1,0,0,0,0,1,1,0,1
33728,0,1,0,0,0,0,1,0,0,0
33729,0,1,0,0,0,0,0,0,0,0
33730,0,0,1,0,0,0,1,0,0,0
33731,1,0,1,0,0,0,1,1,0,1
33732,1,0,1,0,0,0,0,0,0,0
33733,0,1,0,0,0,0,1,0,0,0
33734,1,1,0,0,0,0,0,0,0,0
33735,1,0,1,0,0,0,0,0,0,0
33736,0,1,0,0,0,0,1,0,0,0
33737,0,0,1,0,0,0,1,0,0,0
33738,1,1,0,0,0,0,0,0,0,0
33739,0,1,0,0,0,0,1,0,0,0
33740,1,0,1,0,0,0,1,0,0,1
33741,0,1,0,0,0,0,0,0,0,0
33742,1,0,1,0,0,0,0,0,0,0
33743,1,1,0,0,0,0,1,0,0,0
33744,1,0,1,0,0,0,1,1,0,1
33745,1,0,1,0,0,0,1,1,0,1
33746,1,0,1,0,0,0,1,1,0,1
33747,1,1,0,0,0,0,1,1,0,1
33748,1,0,1,0,0,1,1,1,0,1
33749,1,1,0,0,0,0,1,1,0,1
33750,0,0,1,0,0,0,1,0,0,0
33751,1,1,0,0,0,0,0,0,0,0
33752,0,1,0,0,0,0,1,0,0,0
33753,0,1,0,0,0,0,0,1,0,0
33754,1,0,1,0,0,0,1,1,0,1
33755,1,1,0,0,0,0,0,0,0,0
33756,1,1,0,0,0,0,0,0,0,0
33757,1,0,1,0,0,0,1,1,0,1
33758,1,1,0,0,0,0,1,0,0,0
33759,1,0,1,0,0,0,0,0,0,0
33760,1,1,0,0,0,0,0,0,0,0
33761,1,0,1,0,0,0,0,0,0,1
33762,1,0,1,0,0,1,1,1,0,1
33763,0,0,1,0,0,0,1,0,0,0
33764,1,1,0,0,0,0,0,0,1,0
33765,1,0,1,0,0,0,0,0,0,1
33766,0,1,0,0,0,0,0,0,0,1
33767,1,0,1,0,0,0,1,1,0,1
33768,0,0,1,0,0,0,0,0,0,1
33769,0,1,0,0,0,0,0,0,0,0
33770,1,0,1,0,0,0,1,0,1,1
33771,1,1,0,0,0,0,1,1,0,1
33772,1,0,1,0,0,0,0,0,0,1
33773,0,1,0,0,0,0,1,0,0,0
33774,1,0,1,0,0,1,1,1,1,1
33775,1,1,0,0,0,0,1,1,0,1
33776,1,1,0,0,0,0,0,0,0,1
33777,1,0,1,0,0,0,1,1,0,1
33778,1,0,1,0,0,1,1,1,0,1
33779,1,1,0,0,0,0,1,0,0,1
33780,1,1,0,0,0,0,1,1,0,1
33781,1,1,0,0,0,0,1,1,0,1
33782,0,1,0,0,0,0,0,0,0,0
33783,1,1,0,0,0,1,0,0,1,0
33784,1,0,1,0,0,0,0,1,0,1
33785,0,1,0,0,0,0,0,0,0,0
33786,1,1,0,0,0,0,1,0,0,0
33787,0,1,0,0,0,0,1,0,0,0
33788,0,1,0,0,0,0,0,0,0,1
33789,1,1,0,0,0,0,1,0,0,0
33790,0,1,0,0,0,0,0,0,0,0
33791,0,1,0,0,0,0,1,1,1,0
33792,0,1,0,0,0,0,0,0,0,0
33793,1,1,0,0,0,0,0,0,0,0
33794,1,1,0,0,0,0,1,0,0,1
33795,1,0,1,0,0,0,1,1,0,1
33796,0,0,1,0,0,1,1,0,0,0
33797,0,0,1,0,0,0,1,0,0,0
33798,0,0,1,0,0,1,1,0,0,0
33799,1,1,0,0,0,0,1,1,0,1
33800,0,1,0,0,0,0,1,1,0,0
33801,1,0,1,0,0,0,0,1,0,1
33802,1,1,1,0,0,1,1,1,0,1
33803,1,0,1,0,0,1,1,1,0,1
33804,1,1,0,0,0,0,1,1,0,1
33805,1,1,0,0,0,0,0,0,0,0
33806,0,1,0,0,0,0,0,0,0,0
33807,1,0,1,0,0,0,0,1,0,1
33808,0,0,1,0,0,0,0,0,0,0
33809,1,0,1,0,0,1,1,1,0,1
33810,1,0,1,0,0,0,1,0,0,0
33811,0,0,1,0,0,0,0,0,0,0
33812,1,0,1,0,0,0,1,1,0,1
33813,1,0,1,0,0,0,1,0,0,1
33814,0,1,0,0,0,0,0,1,0,0
33815,0,1,0,0,0,0,1,0,1,0
33816,0,1,0,0,0,0,0,0,1,0
33817,0,0,1,0,0,1,0,0,0,0
33818,1,0,1,0,0,0,0,1,0,1
33819,1,0,1,1,0,0,1,1,0,1
33820,1,0,1,0,0,0,1,1,0,1
33821,0,1,0,0,0,0,0,0,0,0
33822,0,1,0,0,0,0,0,0,0,0
33823,1,0,1,0,0,0,0,1,0,1
33824,1,0,1,0,0,1,0,0,0,1
33825,0,1,0,0,0,0,1,0,0,0
33826,1,0,1,0,0,0,1,0,0,1
33827,1,0,1,0,0,1,1,1,0,1
33828,1,0,1,0,0,0,1,1,0,1
33829,0,1,0,0,0,1,1,1,0,1
33830,1,1,0,0,0,0,0,0,0,0
33831,0,0,1,0,0,0,1,0,0,0
33832,1,1,0,0,0,0,1,0,0,0
33833,0,1,0,0,0,1,1,1,0,1
33834,1,1,0,0,0,0,0,0,0,1
33835,1,0,1,0,0,0,1,0,0,1
33836,0,1,0,0,0,0,0,0,0,0
33837,0,0,1,0,0,0,0,0,0,0
33838,0,1,0,0,0,0,1,0,0,0
33839,0,1,0,0,0,0,0,0,0,0
33840,1,0,1,0,0,0,1,1,0,1
33841,1,1,0,0,0,0,1,1,0,1
33842,1,0,1,0,0,1,1,0,0,0
33843,1,1,0,0,0,0,1,1,0,1
33844,1,1,0,0,0,0,1,1,0,1
33845,1,0,1,0,1,0,1,1,0,1
33846,1,1,0,0,0,0,1,0,0,0
33847,1,0,1,0,0,0,1,1,0,1
33848,1,0,1,0,0,1,1,1,0,1
33849,1,1,0,0,0,0,0,0,0,1
33850,0,1,0,0,0,0,1,0,0,1
33851,1,0,1,0,0,0,1,0,0,0
33852,0,1,0,0,0,0,0,1,0,0
33853,1,1,0,0,0,0,1,0,0,0
33854,0,1,0,0,0,1,1,1,0,0
33855,1,0,1,0,0,0,0,0,0,0
33856,1,0,1,0,0,0,1,1,0,1
33857,1,1,0,0,1,0,1,1,0,1
33858,0,1,0,0,0,0,1,0,0,0
33859,0,1,0,0,0,0,0,0,0,0
33860,1,1,0,0,0,0,0,0,1,0
33861,1,0,1,0,0,0,0,1,0,1
33862,1,0,1,0,0,1,1,0,0,1
33863,1,1,0,0,0,0,1,1,0,1
33864,0,0,1,0,0,0,0,1,0,1
33865,1,0,1,0,0,1,1,0,0,1
33866,1,1,0,0,0,0,1,0,0,0
33867,0,1,0,0,0,0,0,0,0,0
33868,1,0,1,0,0,0,0,0,0,1
33869,1,0,1,0,0,0,1,1,0,1
33870,1,1,0,0,0,0,0,1,0,1
33871,1,0,1,0,0,0,1,0,0,1
33872,1,1,0,0,0,0,1,0,0,0
33873,0,1,0,0,0,0,0,0,0,1
33874,1,0,1,0,0,1,1,1,0,1
33875,1,1,0,0,0,0,1,1,0,1
33876,0,0,1,0,0,0,1,0,0,0
33877,0,1,0,0,0,0,1,0,0,1
33878,0,1,0,0,0,0,0,0,0,0
33879,1,0,1,0,0,0,1,1,0,1
33880,1,0,1,0,0,1,0,1,0,1
33881,1,1,0,0,0,1,1,1,0,1
33882,1,1,0,0,0,0,1,1,0,1
33883,1,1,0,0,0,0,1,0,0,1
33884,1,0,1,0,0,0,1,1,0,1
33885,1,1,0,0,0,0,1,1,0,0
33886,1,1,0,0,0,1,1,0,0,0
33887,1,0,1,0,0,0,1,1,0,1
33888,1,0,1,0,0,0,1,1,0,1
33889,0,0,1,0,0,0,1,0,0,0
33890,1,1,0,0,0,0,1,1,0,1
33891,1,1,0,0,0,0,1,1,0,1
33892,1,0,1,0,0,0,0,0,0,1
33893,1,0,1,0,0,1,1,1,0,1
33894,1,1,0,0,0,0,1,0,0,0
33895,0,1,0,0,0,1,1,1,0,1
33896,1,0,1,0,0,0,1,1,0,1
33897,1,0,1,0,0,0,1,1,0,1
33898,0,1,0,0,0,0,0,0,0,0
33899,1,0,1,0,0,0,0,0,0,1
33900,1,0,1,0,0,1,1,1,1,1
33901,0,0,1,0,0,0,1,0,0,0
33902,0,1,0,0,0,0,1,0,0,0
33903,1,1,0,0,0,0,0,0,0,0
33904,1,0,1,0,0,0,1,0,0,0
33905,1,0,1,0,0,0,1,1,0,1
33906,0,1,0,0,0,0,1,0,0,0
33907,0,1,0,0,0,0,1,0,0,0
33908,1,1,0,0,0,0,1,0,0,0
33909,0,1,0,0,0,0,0,0,0,0
33910,1,1,0,0,0,0,1,0,0,0
33911,1,0,1,0,0,0,0,1,0,0
33912,1,0,1,0,0,0,0,0,0,1
33913,0,1,0,0,0,1,1,1,0,1
33914,1,1,0,0,0,0,0,0,0,0
33915,0,1,0,0,0,0,0,0,0,0
33916,1,1,0,0,0,0,1,0,0,0
33917,0,1,0,0,0,0,0,0,0,0
33918,1,1,0,0,0,1,1,1,0,1
33919,1,0,1,0,0,0,0,0,0,1
33920,1,1,0,0,0,0,1,0,0,0
33921,1,1,0,0,0,0,1,0,0,1
33922,1,0,1,0,0,1,1,1,0,1
33923,0,0,1,0,0,1,1,0,0,0
33924,0,0,1,0,0,0,0,0,0,0
33925,0,1,0,0,0,0,0,0,0,0
33926,1,0,1,0,0,1,1,1,0,1
33927,1,1,0,0,0,1,1,1,1,1
33928,1,0,1,0,0,0,1,1,0,1
33929,0,1,0,0,0,0,1,0,0,0
33930,1,1,0,0,0,0,0,0,0,1
33931,1,0,1,0,0,0,0,1,0,1
33932,1,1,0,0,0,0,0,0,0,0
33933,0,1,0,0,0,0,1,0,0,0
33934,1,1,0,0,0,0,1,0,0,1
33935,0,0,1,0,0,0,1,0,0,0
33936,1,1,0,0,0,0,1,0,0,1
33937,1,0,1,0,0,0,0,0,0,1
33938,1,0,1,0,0,0,0,1,0,1
33939,1,1,0,0,0,0,1,0,0,0
33940,0,0,1,0,0,0,1,0,0,0
33941,1,1,0,0,0,0,0,0,0,1
33942,1,0,1,1,0,0,1,1,0,1
33943,1,1,0,0,0,0,0,0,0,1
33944,0,1,0,0,0,0,1,0,0,0
33945,0,0,1,0,0,0,1,0,0,0
33946,1,1,0,0,0,0,1,0,0,0
33947,1,0,1,0,0,0,1,1,0,1
33948,1,1,0,0,0,0,0,1,0,1
33949,1,1,0,0,0,1,1,1,1,1
33950,1,0,1,0,0,0,0,1,0,1
33951,0,0,1,0,0,0,0,0,0,0
33952,0,1,0,0,0,0,0,0,0,0
33953,0,1,0,0,0,0,0,0,0,0
33954,1,1,0,0,0,0,0,0,0,0
33955,1,0,1,0,0,0,0,1,0,1
33956,1,1,0,0,0,0,1,0,0,1
33957,1,1,0,0,0,1,1,1,0,1
